Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count_x,Ship Late Day count_x,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,Ship ahead day count_y,Ship Late Day count_y,Cluster
1447205081.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,419,16.45,3,0,0
1447398411.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,452,33.9,3,0,0
1447257237.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,486,24.72,3,0,0
1447241002.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,729,60.8,3,0,0
1447398480.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,366,19.54,3,0,0
1447398419.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,PORT09,539,43.26,3,0,0
1447308591.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,304,9.27,3,0,0
1447241004.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,544,46.35,3,0,0
1447191287.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,679,65.8,3,0,0
1447232830.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,868,101.7,3,0,0
1447377316.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,PORT09,672,66.8,3,0,0
1447211551.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,890,84.7,3,0,0
1447257265.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,PORT09,801,78.34,3,0,0
1447365978.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,PORT09,605,46.35,3,0,0
1447299202.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,PORT09,897,89.7,3,0,0
1447257424.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,840,83.4,3,0,0
1447260632.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,PORT09,631,50.68,3,0,0
1447296447.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,1287,15.4,3,0,0
1447363576.7,2013-05-26,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,PORT09,3308,48.2,3,0,0
